gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,student_databases_tools,student_cloud_platforms_infra_tools,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
male,"english, sinhala",bachelor's degree,software engineering,3.09,4,1,3.46,cloud engineer,"javascript, php",postgresql,kubernetes,low,visual,software engineer,hybrid,excellent,yes,10,none
male,sinhala,bachelor's degree,cyber security,2.39,2,2,3.71,systems analyst,"javascript, php",sql server,aws,excellent,kinesthetic,systems analyst,remote,excellent,yes,12,azure
female,english,bachelor's degree,software engineering,2.26,2,1,2.9,cloud engineer,"java, c++",postgresql,gcp,moderate,auditory,software engineer,hybrid,poor,yes,6,none
female,english,bachelor's degree,cyber security,2.49,2,1,2.22,ml engineer,"python, java",sql server,aws,excellent,auditory,devops engineer,hybrid,average,yes,0,none
female,"english, sinhala",bachelor's degree,data science,2.42,3,2,3.78,qa engineer,"java, c++",sql server,kubernetes,moderate,visual,qa engineer,onsite,average,no,4,aws
male,"english, sinhala, tamil",bachelor's degree,data science,3.97,3,1,3.4,ml engineer,"javascript, php",sql server,docker,low,kinesthetic,data scientist,remote,excellent,no,3,google
female,"tamil, english",bachelor's degree,data science,2.41,3,2,2.89,cloud engineer,"python, r",sql server,aws,excellent,kinesthetic,software engineer,remote,average,no,12,google
male,"tamil, english",bachelor's degree,computer science,3.18,1,2,3.94,cyber security analyst,"java, c++",mysql,kubernetes,excellent,auditory,systems analyst,hybrid,average,yes,7,none
male,"tamil, english",bachelor's degree,software engineering,2.25,4,2,2.84,systems analyst,"java, c++",oracle,azure,low,auditory,software engineer,remote,excellent,yes,5,google
female,tamil,bachelor's degree,computer science,2.88,4,1,2.91,ml engineer,"python, sql",mongodb,docker,excellent,kinesthetic,systems analyst,remote,poor,no,5,azure
female,tamil,bachelor's degree,data science,3.04,4,2,3.18,software engineer,"javascript, php",postgresql,gcp,excellent,auditory,qa engineer,remote,average,no,10,azure
female,"english, sinhala",bachelor's degree,computer science,3.66,3,2,3.91,ai engineer,"python, r",sql server,aws,low,auditory,software engineer,hybrid,excellent,yes,7,azure
female,"english, sinhala",bachelor's degree,software engineering,3.94,2,2,2.98,ml engineer,"python, sql",postgresql,docker,moderate,kinesthetic,software engineer,hybrid,poor,no,11,google
female,"tamil, english",bachelor's degree,software engineering,2.45,2,1,2.25,data analyst,"javascript, php",postgresql,azure,moderate,auditory,security engineer,hybrid,average,no,11,cisco
male,"sinhala, tamil",bachelor's degree,computer science,2.47,3,1,3.97,ai engineer,"javascript, php",mysql,gcp,excellent,visual,data scientist,onsite,average,no,9,none
male,"tamil, english",bachelor's degree,software engineering,2.3,1,1,3.76,software engineer,"javascript, php",postgresql,gcp,moderate,auditory,security engineer,hybrid,poor,no,7,aws
male,sinhala,bachelor's degree,cyber security,3.83,3,2,2.63,software engineer,"java, c++",oracle,docker,moderate,kinesthetic,security engineer,remote,average,yes,2,google
male,"tamil, english",bachelor's degree,computer science,2.48,1,1,3.26,software engineer,"c#, .net",mongodb,azure,moderate,auditory,security engineer,hybrid,excellent,yes,7,none
male,"english, sinhala",bachelor's degree,information technology,3.66,1,2,3.78,systems analyst,"python, r",oracle,gcp,low,kinesthetic,security engineer,onsite,average,no,3,azure
male,"english, sinhala, tamil",bachelor's degree,information technology,2.8,2,2,3.52,qa engineer,"c#, .net",sql server,kubernetes,excellent,visual,security engineer,onsite,excellent,yes,0,azure
male,english,bachelor's degree,computer science,2.27,3,1,2.29,network engineer,"python, java",oracle,azure,moderate,auditory,software engineer,onsite,poor,yes,1,cisco
male,"english, sinhala",bachelor's degree,data science,3.11,3,2,3.3,software engineer,"python, r",postgresql,aws,excellent,visual,qa engineer,hybrid,poor,no,1,none
female,sinhala,bachelor's degree,cyber security,3.55,4,2,3.05,cloud engineer,"c#, .net",mongodb,kubernetes,excellent,auditory,security engineer,remote,poor,no,4,cisco
female,english,bachelor's degree,information technology,3.71,3,2,2.63,network engineer,"python, sql",sql server,kubernetes,moderate,visual,data scientist,remote,poor,yes,0,google
female,"english, sinhala",bachelor's degree,data science,2.98,2,1,2.83,devops engineer,"c#, .net",sql server,azure,excellent,kinesthetic,systems analyst,hybrid,excellent,yes,10,cisco
male,"sinhala, tamil",bachelor's degree,data science,2.32,3,2,3.25,data analyst,"python, java",mysql,kubernetes,moderate,visual,systems analyst,onsite,poor,yes,7,cisco
female,"tamil, english",bachelor's degree,cyber security,3.44,3,1,2.65,qa engineer,"python, java",mysql,azure,excellent,visual,devops engineer,onsite,poor,yes,8,none
female,"tamil, english",bachelor's degree,information technology,3.19,1,2,3.14,cloud engineer,"python, sql",mysql,gcp,low,visual,systems analyst,onsite,excellent,no,9,aws
male,"english, sinhala",bachelor's degree,data science,3.04,4,1,3.04,devops engineer,"javascript, php",mongodb,docker,low,kinesthetic,data scientist,onsite,poor,yes,6,aws
female,"english, sinhala",bachelor's degree,information technology,2.95,3,2,3.07,ml engineer,"c#, .net",mysql,azure,low,auditory,devops engineer,hybrid,poor,no,5,azure
female,"tamil, english",bachelor's degree,computer science,3.96,3,1,2.38,cyber security analyst,"python, r",postgresql,azure,moderate,kinesthetic,devops engineer,remote,poor,no,2,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,2.21,4,1,3.67,software engineer,"javascript, php",sql server,aws,low,auditory,data scientist,hybrid,average,no,8,aws
female,"english, sinhala, tamil",bachelor's degree,computer science,3.61,2,2,3.58,systems analyst,"python, java",sql server,kubernetes,low,kinesthetic,devops engineer,hybrid,poor,yes,11,cisco
female,"english, sinhala, tamil",bachelor's degree,data science,3.77,3,1,3.24,qa engineer,"python, java",mongodb,gcp,low,visual,systems analyst,remote,average,no,5,aws
female,sinhala,bachelor's degree,data science,3.64,2,2,3.75,systems analyst,"java, c++",postgresql,azure,low,auditory,devops engineer,remote,average,yes,12,azure
female,"english, sinhala, tamil",bachelor's degree,data science,4.0,4,2,3.88,ml engineer,"javascript, php",oracle,gcp,excellent,auditory,devops engineer,remote,average,no,11,azure
female,"tamil, english",bachelor's degree,software engineering,3.25,3,1,3.17,cyber security analyst,"c#, .net",oracle,azure,excellent,visual,qa engineer,hybrid,poor,yes,1,azure
male,sinhala,bachelor's degree,cyber security,3.74,4,1,3.14,ml engineer,"python, java",postgresql,docker,low,kinesthetic,security engineer,remote,excellent,yes,2,aws
female,tamil,bachelor's degree,computer science,3.27,4,1,3.24,systems analyst,"python, sql",mongodb,gcp,moderate,kinesthetic,security engineer,onsite,excellent,yes,5,aws
male,"english, sinhala",bachelor's degree,software engineering,3.64,1,1,2.39,devops engineer,"java, c++",mongodb,kubernetes,low,kinesthetic,qa engineer,onsite,excellent,no,4,aws
female,english,bachelor's degree,computer science,3.76,3,2,3.24,data analyst,"python, java",postgresql,docker,moderate,visual,security engineer,onsite,average,yes,8,google
female,english,bachelor's degree,software engineering,3.44,1,2,3.42,data analyst,"javascript, php",sql server,kubernetes,excellent,auditory,devops engineer,onsite,average,yes,11,aws
female,"tamil, english",bachelor's degree,computer science,3.17,3,2,3.86,software engineer,"java, c++",mysql,kubernetes,low,visual,data scientist,onsite,excellent,no,6,none
male,"english, sinhala",bachelor's degree,computer science,3.55,1,1,2.38,cyber security analyst,"java, c++",mysql,kubernetes,excellent,auditory,software engineer,remote,poor,yes,3,none
male,tamil,bachelor's degree,data science,2.88,3,1,3.65,cyber security analyst,"c#, .net",mysql,aws,low,kinesthetic,qa engineer,hybrid,average,yes,11,cisco
male,"english, sinhala",bachelor's degree,data science,2.27,1,2,2.75,ml engineer,"c#, .net",mongodb,gcp,excellent,auditory,data scientist,hybrid,average,no,7,google
female,"english, sinhala, tamil",bachelor's degree,software engineering,2.58,3,1,2.26,data analyst,"python, java",sql server,docker,low,kinesthetic,security engineer,hybrid,poor,yes,9,aws
female,english,bachelor's degree,computer science,3.81,1,2,3.34,software engineer,"python, java",mysql,docker,moderate,auditory,qa engineer,remote,average,yes,5,google
male,"tamil, english",bachelor's degree,computer science,3.1,4,2,2.95,software engineer,"javascript, php",oracle,azure,low,kinesthetic,systems analyst,remote,average,yes,1,cisco
female,"sinhala, tamil",bachelor's degree,cyber security,3.16,1,2,2.41,cyber security analyst,"java, c++",mongodb,gcp,moderate,auditory,data scientist,onsite,excellent,yes,9,aws
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.94,1,1,3.9,ai engineer,"c#, .net",oracle,docker,low,kinesthetic,systems analyst,hybrid,poor,yes,5,google
male,"english, sinhala, tamil",bachelor's degree,data science,3.89,3,2,2.45,software engineer,"python, sql",oracle,kubernetes,excellent,auditory,systems analyst,onsite,poor,yes,9,azure
female,"tamil, english",bachelor's degree,computer science,3.29,4,1,2.9,qa engineer,"java, c++",oracle,gcp,moderate,kinesthetic,security engineer,hybrid,average,yes,3,azure
male,"tamil, english",bachelor's degree,information technology,3.24,3,1,3.16,data analyst,"javascript, php",mysql,azure,low,visual,qa engineer,onsite,excellent,yes,7,none
female,"tamil, english",bachelor's degree,information technology,2.57,3,2,3.11,cyber security analyst,"python, sql",postgresql,aws,low,visual,qa engineer,onsite,excellent,yes,9,aws
male,sinhala,bachelor's degree,information technology,2.73,2,2,2.86,software engineer,"c#, .net",mongodb,docker,excellent,kinesthetic,qa engineer,onsite,excellent,no,6,azure
male,"sinhala, tamil",bachelor's degree,computer science,3.83,1,1,2.83,software engineer,"c#, .net",mongodb,gcp,low,kinesthetic,data scientist,onsite,poor,no,5,azure
male,"tamil, english",bachelor's degree,data science,3.21,3,2,3.15,ml engineer,"python, r",sql server,azure,moderate,visual,qa engineer,hybrid,excellent,yes,11,cisco
male,"english, sinhala, tamil",bachelor's degree,computer science,3.85,2,1,2.98,cloud engineer,"python, sql",mysql,gcp,excellent,visual,devops engineer,hybrid,poor,yes,8,none
female,"sinhala, tamil",bachelor's degree,information technology,2.8,4,2,3.74,cloud engineer,"python, sql",sql server,azure,moderate,auditory,devops engineer,onsite,excellent,no,5,aws
female,english,bachelor's degree,information technology,2.28,3,2,2.99,network engineer,"c#, .net",mysql,docker,moderate,kinesthetic,devops engineer,hybrid,excellent,no,9,aws
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.7,4,1,2.41,network engineer,"python, sql",postgresql,gcp,low,kinesthetic,systems analyst,remote,poor,yes,3,none
male,english,bachelor's degree,information technology,3.91,3,2,3.53,network engineer,"javascript, php",mongodb,gcp,low,auditory,data scientist,remote,poor,yes,7,none
male,"sinhala, tamil",bachelor's degree,data science,3.54,4,1,3.53,cyber security analyst,"java, c++",postgresql,docker,excellent,auditory,qa engineer,onsite,poor,no,11,none
male,"sinhala, tamil",bachelor's degree,information technology,2.93,4,2,3.8,systems analyst,"javascript, php",postgresql,azure,excellent,kinesthetic,software engineer,onsite,poor,yes,8,google
male,"english, sinhala",bachelor's degree,software engineering,3.67,2,2,3.6,cyber security analyst,"python, sql",oracle,gcp,excellent,kinesthetic,devops engineer,hybrid,poor,yes,11,none
female,"english, sinhala, tamil",bachelor's degree,information technology,2.76,4,1,3.11,ml engineer,"python, sql",oracle,gcp,low,visual,devops engineer,remote,poor,no,4,azure
male,"sinhala, tamil",bachelor's degree,software engineering,2.94,4,1,3.08,qa engineer,"javascript, php",mongodb,docker,low,kinesthetic,data scientist,remote,poor,no,8,cisco
male,english,bachelor's degree,cyber security,2.47,3,2,3.53,ml engineer,"python, sql",oracle,docker,low,visual,devops engineer,remote,average,no,6,cisco
male,"english, sinhala",bachelor's degree,data science,2.69,3,1,3.26,data analyst,"python, java",mysql,kubernetes,excellent,auditory,security engineer,onsite,average,yes,1,azure
female,tamil,bachelor's degree,data science,3.03,3,2,3.51,devops engineer,"c#, .net",mongodb,azure,excellent,visual,security engineer,remote,average,no,0,aws
female,english,bachelor's degree,software engineering,2.51,1,2,3.81,software engineer,"python, r",postgresql,azure,moderate,auditory,security engineer,onsite,poor,yes,11,azure
female,"tamil, english",bachelor's degree,data science,2.27,2,1,3.27,data analyst,"javascript, php",postgresql,aws,moderate,auditory,qa engineer,onsite,excellent,yes,11,cisco
female,"english, sinhala, tamil",bachelor's degree,data science,3.42,1,1,2.76,cloud engineer,"java, c++",mysql,docker,moderate,visual,software engineer,hybrid,average,no,11,none
female,sinhala,bachelor's degree,information technology,2.56,4,2,3.22,ml engineer,"python, java",sql server,docker,moderate,auditory,security engineer,hybrid,average,no,2,none
female,"tamil, english",bachelor's degree,cyber security,3.58,1,2,3.94,network engineer,"python, r",mongodb,docker,moderate,auditory,devops engineer,remote,excellent,no,10,none
female,"english, sinhala",bachelor's degree,data science,2.3,3,1,2.95,devops engineer,"python, r",mysql,kubernetes,moderate,kinesthetic,systems analyst,onsite,poor,yes,8,azure
female,"sinhala, tamil",bachelor's degree,software engineering,2.76,1,1,3.17,devops engineer,"python, java",sql server,gcp,excellent,visual,devops engineer,remote,excellent,no,7,google
male,"english, sinhala, tamil",bachelor's degree,computer science,2.82,1,2,2.44,qa engineer,"python, sql",postgresql,azure,moderate,kinesthetic,software engineer,remote,average,yes,7,google
female,"tamil, english",bachelor's degree,data science,3.05,2,1,2.94,software engineer,"java, c++",mysql,docker,excellent,auditory,devops engineer,hybrid,average,no,7,aws
male,sinhala,bachelor's degree,cyber security,2.44,1,2,3.88,ai engineer,"python, sql",mysql,kubernetes,low,auditory,data scientist,hybrid,average,yes,5,azure
female,sinhala,bachelor's degree,software engineering,2.88,4,2,3.94,cloud engineer,"java, c++",mongodb,docker,low,kinesthetic,software engineer,hybrid,excellent,yes,1,azure
male,english,bachelor's degree,cyber security,2.66,3,2,2.22,cyber security analyst,"python, sql",postgresql,kubernetes,excellent,auditory,security engineer,onsite,average,no,9,none
female,english,bachelor's degree,information technology,2.3,4,2,3.94,data analyst,"c#, .net",mongodb,kubernetes,low,auditory,data scientist,onsite,excellent,yes,6,none
female,"tamil, english",bachelor's degree,data science,2.68,4,2,2.56,systems analyst,"python, sql",sql server,docker,excellent,visual,data scientist,remote,poor,yes,10,aws
male,english,bachelor's degree,cyber security,3.24,3,2,2.45,cloud engineer,"python, r",postgresql,azure,moderate,auditory,software engineer,hybrid,poor,yes,7,aws
male,sinhala,bachelor's degree,information technology,2.32,2,2,2.8,network engineer,"python, java",mysql,aws,moderate,auditory,data scientist,onsite,poor,no,6,aws
male,tamil,bachelor's degree,cyber security,3.01,1,2,3.5,ml engineer,"python, sql",mysql,docker,moderate,auditory,systems analyst,hybrid,excellent,yes,4,cisco
female,"english, sinhala",bachelor's degree,software engineering,2.35,3,1,3.07,devops engineer,"c#, .net",mongodb,aws,low,kinesthetic,systems analyst,onsite,excellent,no,11,google
female,english,bachelor's degree,data science,2.58,3,1,2.31,qa engineer,"python, r",mysql,kubernetes,moderate,auditory,systems analyst,hybrid,poor,yes,0,none
female,"sinhala, tamil",bachelor's degree,data science,2.83,2,1,3.82,ml engineer,"python, r",oracle,aws,low,visual,data scientist,hybrid,average,yes,5,cisco
male,"english, sinhala",bachelor's degree,software engineering,3.38,1,2,3.89,ml engineer,"javascript, php",mongodb,kubernetes,low,kinesthetic,software engineer,hybrid,poor,no,4,azure
male,"tamil, english",bachelor's degree,computer science,3.97,1,2,2.89,network engineer,"javascript, php",sql server,aws,low,kinesthetic,software engineer,onsite,poor,no,1,azure
male,"sinhala, tamil",bachelor's degree,cyber security,3.3,3,2,2.44,ml engineer,"python, r",mongodb,docker,moderate,visual,qa engineer,onsite,excellent,no,3,azure
male,"english, sinhala",bachelor's degree,data science,3.68,1,2,3.39,cyber security analyst,"python, sql",mongodb,azure,moderate,kinesthetic,security engineer,remote,average,yes,3,aws
male,"sinhala, tamil",bachelor's degree,information technology,3.13,3,1,2.78,software engineer,"c#, .net",mysql,aws,low,kinesthetic,data scientist,onsite,poor,yes,2,azure
male,"sinhala, tamil",bachelor's degree,computer science,3.2,3,1,2.82,network engineer,"javascript, php",sql server,gcp,low,visual,data scientist,remote,average,no,0,none
male,tamil,bachelor's degree,computer science,3.69,1,1,2.43,data analyst,"c#, .net",postgresql,gcp,low,auditory,devops engineer,remote,poor,yes,12,google
female,"sinhala, tamil",bachelor's degree,information technology,2.68,2,1,3.28,cyber security analyst,"python, r",mysql,kubernetes,excellent,visual,security engineer,hybrid,average,no,0,azure
female,"sinhala, tamil",bachelor's degree,information technology,3.72,4,2,3.65,data analyst,"java, c++",postgresql,aws,excellent,kinesthetic,data scientist,onsite,poor,yes,12,none
male,sinhala,bachelor's degree,software engineering,2.72,1,1,3.82,cloud engineer,"python, sql",oracle,docker,low,kinesthetic,software engineer,onsite,excellent,no,9,none
male,tamil,bachelor's degree,information technology,3.12,2,1,3.42,ml engineer,"python, java",mongodb,aws,moderate,visual,security engineer,onsite,poor,yes,10,cisco
female,english,bachelor's degree,software engineering,2.26,3,1,2.67,data analyst,"c#, .net",postgresql,azure,excellent,kinesthetic,data scientist,onsite,average,no,10,azure
male,english,bachelor's degree,software engineering,2.68,3,2,2.43,data analyst,"javascript, php",postgresql,azure,low,auditory,data scientist,remote,average,no,6,cisco
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.05,3,2,2.28,cloud engineer,"javascript, php",mysql,kubernetes,excellent,visual,data scientist,hybrid,excellent,no,0,cisco
female,english,bachelor's degree,data science,2.34,2,2,2.63,ml engineer,"python, sql",sql server,docker,moderate,kinesthetic,devops engineer,hybrid,poor,no,4,azure
male,english,bachelor's degree,computer science,3.9,2,2,3.05,data analyst,"java, c++",sql server,gcp,low,kinesthetic,systems analyst,hybrid,poor,yes,8,google
female,"tamil, english",bachelor's degree,information technology,2.91,2,2,3.06,data analyst,"java, c++",oracle,docker,excellent,auditory,software engineer,onsite,poor,no,6,none
female,"english, sinhala",bachelor's degree,computer science,3.18,4,2,3.96,systems analyst,"python, r",mongodb,azure,low,visual,data scientist,remote,poor,no,0,aws
female,english,bachelor's degree,computer science,2.45,4,2,3.41,cyber security analyst,"python, java",oracle,docker,moderate,visual,qa engineer,hybrid,excellent,no,8,aws
male,"english, sinhala, tamil",bachelor's degree,information technology,2.95,1,1,2.67,ml engineer,"python, r",mysql,kubernetes,low,visual,software engineer,onsite,average,no,4,none
male,"sinhala, tamil",bachelor's degree,information technology,2.87,4,2,2.66,devops engineer,"python, r",sql server,aws,low,visual,qa engineer,remote,excellent,yes,0,aws
female,"english, sinhala",bachelor's degree,data science,3.64,3,2,3.23,cloud engineer,"python, sql",postgresql,aws,low,kinesthetic,systems analyst,remote,poor,yes,7,cisco
male,"sinhala, tamil",bachelor's degree,software engineering,3.23,4,1,2.8,network engineer,"python, sql",sql server,kubernetes,low,auditory,devops engineer,remote,poor,yes,7,aws
male,english,bachelor's degree,information technology,3.24,1,2,3.09,software engineer,"java, c++",mysql,azure,excellent,auditory,security engineer,onsite,average,no,4,aws
female,"english, sinhala, tamil",bachelor's degree,software engineering,3.67,2,1,2.42,data analyst,"javascript, php",sql server,docker,moderate,kinesthetic,qa engineer,remote,poor,no,5,none
female,"english, sinhala",bachelor's degree,cyber security,3.4,1,2,2.98,network engineer,"c#, .net",postgresql,azure,moderate,kinesthetic,devops engineer,onsite,average,no,8,aws
male,sinhala,bachelor's degree,cyber security,2.49,2,2,2.62,devops engineer,"python, r",sql server,aws,moderate,auditory,devops engineer,hybrid,excellent,no,6,google
female,sinhala,bachelor's degree,data science,2.83,4,1,3.71,ml engineer,"python, java",mysql,gcp,excellent,visual,security engineer,onsite,poor,no,3,cisco
female,"english, sinhala",bachelor's degree,cyber security,3.41,2,1,2.6,devops engineer,"java, c++",postgresql,azure,moderate,visual,software engineer,hybrid,excellent,yes,2,google
male,english,bachelor's degree,computer science,3.28,2,2,3.13,ml engineer,"c#, .net",mongodb,kubernetes,low,auditory,data scientist,hybrid,poor,yes,10,google
female,"tamil, english",bachelor's degree,software engineering,3.36,3,2,2.52,software engineer,"c#, .net",sql server,azure,low,auditory,security engineer,hybrid,excellent,no,9,cisco
male,"english, sinhala",bachelor's degree,computer science,3.19,2,1,3.67,data analyst,"java, c++",postgresql,aws,excellent,auditory,qa engineer,remote,excellent,no,6,azure
female,tamil,bachelor's degree,data science,2.73,3,1,3.55,network engineer,"python, sql",mongodb,gcp,excellent,visual,software engineer,remote,excellent,no,6,aws
male,tamil,bachelor's degree,software engineering,2.4,3,1,3.79,network engineer,"java, c++",oracle,azure,moderate,visual,software engineer,hybrid,poor,yes,8,aws
female,"english, sinhala, tamil",bachelor's degree,software engineering,2.71,1,2,2.7,ai engineer,"python, java",postgresql,aws,moderate,auditory,security engineer,onsite,excellent,no,9,google
female,"english, sinhala",bachelor's degree,software engineering,3.45,2,1,3.75,data analyst,"python, java",postgresql,aws,excellent,kinesthetic,systems analyst,hybrid,poor,no,2,azure
male,"sinhala, tamil",bachelor's degree,cyber security,2.99,4,1,2.88,software engineer,"python, r",mongodb,gcp,low,auditory,qa engineer,onsite,average,yes,2,google
male,"sinhala, tamil",bachelor's degree,cyber security,3.73,3,1,2.65,software engineer,"javascript, php",mongodb,azure,excellent,kinesthetic,software engineer,onsite,poor,yes,3,azure
female,tamil,bachelor's degree,cyber security,3.57,1,2,3.21,software engineer,"python, java",postgresql,docker,low,kinesthetic,qa engineer,hybrid,average,yes,7,azure
female,"tamil, english",bachelor's degree,information technology,3.02,2,2,3.07,ml engineer,"java, c++",mysql,gcp,moderate,visual,qa engineer,hybrid,average,no,1,google
male,"sinhala, tamil",bachelor's degree,software engineering,2.22,1,2,2.63,ml engineer,"python, r",sql server,docker,excellent,kinesthetic,qa engineer,hybrid,average,yes,9,aws
male,english,bachelor's degree,software engineering,3.65,4,1,3.19,data analyst,"python, r",oracle,kubernetes,low,visual,data scientist,hybrid,excellent,yes,3,aws
male,"english, sinhala, tamil",bachelor's degree,computer science,3.17,4,2,2.48,cloud engineer,"javascript, php",sql server,aws,excellent,visual,systems analyst,hybrid,average,yes,10,google
female,"sinhala, tamil",bachelor's degree,software engineering,3.4,3,1,3.69,ml engineer,"java, c++",postgresql,kubernetes,moderate,kinesthetic,software engineer,hybrid,excellent,no,6,cisco
female,"tamil, english",bachelor's degree,software engineering,3.28,2,2,3.47,software engineer,"javascript, php",postgresql,gcp,low,kinesthetic,qa engineer,remote,poor,yes,8,google
female,english,bachelor's degree,computer science,2.75,3,2,3.84,cyber security analyst,"c#, .net",oracle,gcp,excellent,kinesthetic,software engineer,remote,excellent,no,5,google
female,sinhala,bachelor's degree,data science,2.46,2,1,3.44,systems analyst,"python, r",postgresql,azure,low,kinesthetic,systems analyst,hybrid,excellent,yes,3,google
male,"english, sinhala",bachelor's degree,data science,2.38,4,1,2.63,ml engineer,"python, java",oracle,kubernetes,excellent,visual,data scientist,onsite,poor,yes,7,cisco
male,"english, sinhala",bachelor's degree,computer science,3.62,2,2,2.75,ml engineer,"python, sql",oracle,gcp,low,kinesthetic,systems analyst,remote,poor,yes,1,azure
female,"tamil, english",bachelor's degree,information technology,3.32,2,2,3.34,data analyst,"javascript, php",sql server,kubernetes,moderate,auditory,devops engineer,onsite,poor,yes,4,aws
female,sinhala,bachelor's degree,information technology,3.25,2,1,3.98,cyber security analyst,"python, r",mysql,aws,low,kinesthetic,devops engineer,remote,average,no,12,google
female,"english, sinhala",bachelor's degree,data science,2.95,1,2,2.96,systems analyst,"javascript, php",mongodb,gcp,excellent,kinesthetic,software engineer,remote,poor,no,4,aws
female,sinhala,bachelor's degree,information technology,2.57,3,2,2.95,systems analyst,"python, r",mysql,gcp,excellent,kinesthetic,security engineer,hybrid,average,no,6,none
female,english,bachelor's degree,computer science,3.9,2,1,3.72,qa engineer,"c#, .net",mysql,azure,moderate,kinesthetic,systems analyst,hybrid,excellent,yes,10,cisco
male,"english, sinhala, tamil",bachelor's degree,computer science,2.59,4,1,2.27,cloud engineer,"java, c++",postgresql,kubernetes,low,auditory,systems analyst,onsite,poor,yes,11,google
male,"tamil, english",bachelor's degree,data science,3.73,3,1,3.76,data analyst,"python, r",mongodb,aws,excellent,kinesthetic,systems analyst,onsite,excellent,yes,12,cisco
male,tamil,bachelor's degree,data science,2.26,2,1,3.35,software engineer,"java, c++",sql server,gcp,low,kinesthetic,systems analyst,onsite,average,yes,3,azure
female,sinhala,bachelor's degree,computer science,3.35,2,1,2.59,ml engineer,"python, r",mysql,kubernetes,low,auditory,data scientist,onsite,poor,yes,11,aws
female,"sinhala, tamil",bachelor's degree,computer science,2.22,4,1,3.62,devops engineer,"javascript, php",postgresql,azure,excellent,auditory,software engineer,remote,average,no,12,azure
female,sinhala,bachelor's degree,information technology,3.08,1,2,2.97,devops engineer,"python, r",postgresql,aws,excellent,auditory,systems analyst,onsite,average,no,8,aws
male,"tamil, english",bachelor's degree,cyber security,2.58,4,2,3.88,ml engineer,"javascript, php",mysql,gcp,low,kinesthetic,software engineer,hybrid,poor,no,9,google
female,tamil,bachelor's degree,data science,3.54,3,2,2.29,ml engineer,"java, c++",mysql,azure,moderate,kinesthetic,data scientist,hybrid,poor,yes,10,azure
female,sinhala,bachelor's degree,information technology,3.29,2,1,3.44,cloud engineer,"java, c++",sql server,docker,excellent,kinesthetic,systems analyst,onsite,excellent,yes,4,azure
female,"english, sinhala",bachelor's degree,cyber security,2.61,1,2,3.31,devops engineer,"python, r",sql server,docker,moderate,visual,systems analyst,onsite,average,yes,10,none
female,"english, sinhala, tamil",bachelor's degree,data science,3.61,4,1,3.47,ml engineer,"python, sql",oracle,gcp,excellent,auditory,security engineer,remote,poor,no,6,none
female,"sinhala, tamil",bachelor's degree,data science,3.45,4,1,3.86,software engineer,"java, c++",mongodb,docker,moderate,auditory,devops engineer,remote,poor,yes,3,none
male,"tamil, english",bachelor's degree,cyber security,3.12,1,1,2.83,systems analyst,"python, java",oracle,docker,moderate,kinesthetic,devops engineer,onsite,average,yes,1,azure
male,"tamil, english",bachelor's degree,cyber security,3.43,4,1,2.99,software engineer,"c#, .net",postgresql,kubernetes,low,visual,systems analyst,remote,average,no,4,google
female,"tamil, english",bachelor's degree,computer science,2.52,3,1,2.63,data analyst,"python, r",mongodb,kubernetes,excellent,kinesthetic,devops engineer,remote,poor,yes,2,aws
male,"english, sinhala, tamil",bachelor's degree,information technology,3.59,3,2,2.56,software engineer,"c#, .net",mongodb,docker,low,auditory,data scientist,onsite,average,no,4,google
male,"sinhala, tamil",bachelor's degree,software engineering,3.37,1,1,3.82,network engineer,"python, sql",oracle,docker,excellent,visual,security engineer,hybrid,average,no,0,aws
male,"english, sinhala, tamil",bachelor's degree,computer science,3.77,4,2,2.24,data analyst,"python, java",sql server,azure,moderate,visual,qa engineer,onsite,average,no,3,aws
female,"english, sinhala",bachelor's degree,software engineering,2.87,2,1,2.98,ml engineer,"python, java",postgresql,gcp,excellent,auditory,qa engineer,onsite,excellent,no,11,cisco
female,"english, sinhala",bachelor's degree,information technology,3.59,3,1,2.63,devops engineer,"python, sql",mysql,gcp,excellent,kinesthetic,qa engineer,onsite,poor,no,6,cisco
female,english,bachelor's degree,software engineering,2.92,3,2,2.79,devops engineer,"python, java",mongodb,azure,excellent,kinesthetic,security engineer,hybrid,average,yes,1,google
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.98,2,1,2.97,data analyst,"python, sql",sql server,docker,moderate,kinesthetic,security engineer,onsite,poor,yes,5,aws
male,"tamil, english",bachelor's degree,information technology,2.94,4,2,2.43,cyber security analyst,"python, sql",mongodb,aws,moderate,kinesthetic,software engineer,onsite,poor,no,1,cisco
male,"english, sinhala",bachelor's degree,cyber security,2.46,4,2,3.24,ai engineer,"python, sql",mongodb,aws,moderate,kinesthetic,data scientist,remote,average,yes,10,none
male,tamil,bachelor's degree,computer science,3.02,4,1,3.32,software engineer,"python, sql",mysql,azure,excellent,kinesthetic,security engineer,remote,average,yes,4,cisco
